order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD459960,ID2005895258,2019-07-05,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820.0,85.54,-37.8022471,144.9659291,5,6564.54,Winter,True,1.8475,"five stars brand new product, it arrived on time. thank you.",1.0
ORD303713,ID0634783954,2019-11-23,,"[('pearTV', 1), ('Toshika 750', 2)]",14950.0,100.51,-37.8133329,144.93752769999998,25,11313.01,Spring,True,0.8423,five stars as expected and promised,1.0
ORD458495,ID1492410161,2019-08-14,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2)]",3310.0,82.6,-37.8028312,144.963626,5,3227.1,Winter,True,1.8223,five stars phone worked very well,1.0
ORD136217,ID0846568273,2019-04-07,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480.0,78.81,-37.8210776,144.9690997,10,12210.81,Autumn,True,0.2792,"so far so good this product has been working great for me so far! i am in the us and use at&t. i put my sim card in and it's been working great. i did have to do a deep dive and change every single time zone and language to the us which did take some finagling, but overall a good buy!",1.0
ORD250948,ID0247028736,2019-01-07,,"[('Universe Note', 1), ('Alcon 10', 1)]",12400.0,66.12,-37.8161805,144.9703509,15,10606.12,Summer,False,0.2778,"wow, amazing bargin! when this amazing quad core phone arrived at my door for only 99 bucks, i was amazed. preformance was absolotly faster than my universe s1 (olivia fascinate) awesome phone. (ps. page plus compadible)",1.0
ORD455023,ID5251259528,2019-08-10,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('iStream', 1)]",3190.0,73.78,-37.8151257,144.93930480000003,15,2785.28,Winter,True,0.7353,"rugged, durable letters kind of small when texting even at large display...otherwise great cell phone",1.0
ORD290058,ID0417270193,2019-08-20,Bakers,"[('iStream', 1), ('Universe Note', 2)]",7050.0,,-37.8108905,144.9886992,25,5362.65,Winter,True,0.5831,"i love my thunder line!  the price i paid during gold day was comparable to buying a new digital clock with the bells and whistles, but this does so much more.  i can play music, set alarms, call friends, play games, set timers...the list goes on and on.  definitely worth the money.",1.0
ORD228244,ID0312718300,2019-04-25,Thompson,"[('iStream', 2), ('Candle Inferno', 2), ('iAssist Line', 2), ('Lucent 330S', 2)]",8070.0,81.9,-37.80229620000001,144.9590269,15,6941.4,Autumn,True,1.5622,"beai excellent product. excellent seller experience! only thing i didn't notice before buying was that it didn't come with a standard/us plug, but it did ship with an adapter, so that was a great relief. all in all extremely pleased with my purchase",1.0
ORD385344,ID0641027023,2019-06-27,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880.0,65.19,-37.8092158,144.9372023,10,2657.19,Winter,False,0.9492,it’s smaller than the original. looks nicer too.,1.0
ORD369358,ID6167344558,2019-11-09,Nickolson,"[('iStream', 2), ('Alcon 10', 1), ('pearTV', 1)]",15560.0,72.42,-37.8159325,144.97218769999995,15,13298.42,Spring,False,0.3763,great phone. work's great.,1.0
ORD327516,ID0384013628,2019-05-22,,"[('Candle Inferno', 2), ('Olivia x460', 1), ('pearTV', 2)]",14705.0,65.96,-37.801049,144.98937,10,13300.46,Autumn,True,1.1215,the phone was advertised as unlocked and it is actually ... the phone was advertised as unlocked and it is actually locked. the phone being locked is of no use to me. please assist,0.0
ORD305289,ID2562266904,2019-12-27,,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655.0,96.62,-37.82188920000001,144.9540841,25,1337.87,Summer,True,1.1971,four stars i defenitly loved my new phone everything is great about it. just what i expected.,1.0
ORD067745,ID0579490423,2019-12-31,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",12090.0,71.16,-37.8165818,144.951168,15,10347.66,Summer,False,0.565,five stars i don't have to much to said excellent very good,1.0
ORD416663,ID0253027663,2019-10-15,Thompson,"[('iStream', 2), ('Candle Inferno', 2)]",1160.0,107.63,-37.8209365,144.9337138,25,977.63,Spring,True,1.4918,quality and fast delivery all good 👍🏼,1.0
ORD283677,ID0579410795,2019-07-20,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",10725.0,63.93,-37.8221923,144.96805849999996,5,10252.68,Winter,False,0.4214,awesome phone and service phone came faster than i thought it would and works better than i imagined it would,1.0
ORD022639,ID2469584365,2019-03-28,Bakers,"[('Universe Note', 2), ('Thunder line', 1)]",9080.0,79.73,-37.7999888,144.9923328,25,6889.73,Autumn,True,1.1428,"good product product was in new condition, and my daughter was very pleased with it. battery life is a little worse than i expected but overall great purchase",1.0
ORD426841,ID0282854640,2019-01-02,Bakers,"[('Universe Note', 2), ('Toshika 750', 1)]",11220.0,108.85,-37.8004785,145.0183699,5,10767.85,Summer,True,2.2943,"very good mobile. superior technology. it answers to our expectations. price is still high, but it worths.",
ORD034980,ID4754200372,2019-07-17,Thompson,"[('Universe Note', 1), ('Toshika 750', 2)]",12090.0,81.44,-37.8151161,144.927561,0,12171.44,Winter,True,1.737,satisfied it perfect no issues so far love love my note 9 a very pleased customer.,1.0
ORD477398,ID0131107628,2019-04-01,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 2), ('iAssist Line', 1), ('Thunder line', 2)]",14345.0,65.26,-37.8146506,144.9593159,10,12975.76,Autumn,False,1.0014,that i have a reliable phone i liked the easy use it is my main and only phone.,
ORD259473,ID0711333587,2019-06-30,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1)]",3880.0,50.54,-37.80614170000001,144.95612409999995,10,3542.54,Winter,False,1.0783,did not get full refund. the phone i received was fine except the touch screen intermittently not responsive. this phone was not going to work out for me so i returned it to only get half my refund. no explanation as to why. just half of what i paid for it. buyer beware,0.0
ORD284446,ID0709973347,2019-09-11,Thompson,"[('pearTV', 1), ('Olivia x460', 1)]",7535.0,63.4,-37.8149569,144.9354297,5,7221.65,Spring,False,1.0547,not the best but it worked not the best. bad battery when i got it constantly needs charging and they were out of note 5s and not interested in working with me whenever they got some in cause they didnt know how long that would be.,
ORD398997,ID0746909139,2019-12-03,,"[('iAssist Line', 2), ('Universe Note', 1)]",7900.0,105.3,-37.81999520000001,145.0142183,5,7610.3,Summer,True,2.0067,xp lumia 530 we're happy with it,1.0
ORD140532,ID0588197217,2019-03-02,Nickolson,"[('Thunder line', 1), ('iAssist Line', 2)]",6630.0,50.44,-37.812169,144.9737831,15,5685.94,Autumn,False,0.8063,"not ""like new"" at all. core hardware seems great, refurbishment job was very poor. screen replaced with a non-oem display, very similar and amber tinted. damage visible on metal parts. scratched front glass. doesn't appear to",0.0
ORD470255,ID6282174121,2019-08-07,Nickolson,"[('iStream', 2), ('iAssist Line', 2), ('Thunder line', 1), ('Universe Note', 2)]",13830.0,61.4,-37.8230512,144.9764732,15,11816.9,Winter,True,0.7852,piece of junk. it doesn't do what i need it to do. in fact i think this phone was a waste of my money and i want another phone to replace it.,0.0
ORD434212,ID3148722379,2019-12-30,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('Alcon 10', 1)]",11830.0,95.8,-37.82103710000001,144.9579662,10,10742.8,Summer,True,1.0543,a helpful product with a few glitches eg inability to occasionally access all flash briefing stations and understand or answer certain questions but digico will likely fix and improve it.,1.0
ORD174298,ID3208518261,2019-07-19,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('iAssist Line', 2), ('Alcon 10', 1)]",16280.0,72.26,-37.8008069,144.9735614,0,16352.26,Winter,False,2.0113,lavable lovable 5 stars. works perfect 🙏😁,1.0
ORD034978,ID2189475427,2019-11-27,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Universe Note', 1)]",16370.0,76.4,-37.8123259,144.97348369999997,10,14809.4,Spring,False,0.7789,love it best phone out right now worth every dollar.,1.0
ORD408215,ID3418628459,2019-04-14,Bakers,"[('Universe Note', 2), ('Thunder line', 2), ('Olivia x460', 2)]",13710.0,,-37.799482,144.98058569999995,25,10351.74,Autumn,False,1.7405,five stars best battery life i ever had on a smartphone,1.0
ORD461287,ID0370243915,2019-05-24,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770.0,81.0,-37.8028155,144.96737869999995,25,6658.5,Autumn,True,1.7669,five stars is just excellent,
ORD011079,ID5402983337,2019-08-11,,"[('iStream', 1), ('pearTV', 2), ('Toshika 750', 2), ('Universe Note', 1)]",24860.0,47.39,-37.8194929,144.9631072,0,24907.39,Winter,False,,that’s pretty bad. tried to call t-mobile and they say the phone is under someone else’s name and i can’t use it. that’s pretty bad.,0.0
ORD239490,ID2189156624,2019-12-20,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2)]",9500.0,78.4,-37.8183225,144.96057340000004,15,8153.4,Summer,True,0.79,"tried all the stupid human tricks to talk to them no problems with the phone,never got it to work through verizon.tried all the stupid human tricks to talk to them,but no luck.",
ORD361269,ID0299029620,2019-10-12,Bakers,"[('Universe Note', 1), ('Alcon 10', 1)]",12400.0,66.25,-37.7994718,145.0063616,25,9366.25,Spring,False,1.5267,one star the worst phone i've ever owned,0.0
ORD320941,ID2171141873,2019-07-02,Bakers,"[('iStream', 1), ('Olivia x460', 1)]",1375.0,72.06,-37.8259518,145.01228600000005,10,1309.56,Winter,True,2.3246,never buy this they said it was new but the item was activate in 2015 when it was having issues i called olivia and they say is not in warranty because i it was activate in 2015 and i bought it in 2017,0.0
ORD429163,ID0578077324,2019-05-30,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2)]",,66.23,-37.8193442,144.9320883,15,,Autumn,True,1.5123,"defective cant be connected to verizon, the meid number is in conflict with verizon, cannot use phone. is it possible to return",0.0
ORD247151,ID0319157197,2019-09-14,Nickolson,"[('Thunder line', 1), ('iStream', 1), ('iAssist Line', 1), ('Lucent 330S', 1)]",5785.0,81.85,-37.8055412,144.9668779,10,5288.35,Spring,False,1.472,"good the phone works good it's just the charger that came with it broke right away. not the best charger, but phone is good.",1.0
ORD173772,ID1449431600,2019-07-07,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 2)]",4790.0,75.65,-37.813274,144.9737564,5,4626.15,Winter,True,0.6983,"great bargain! love this phone, it was unlocked and easy to setup with my carrier",1.0
ORD250616,ID3390561255,2019-04-23,Bakers,"[('Olivia x460', 2), ('Toshika 750', 2), ('Thunder line', 2)]",15450.0,83.57,-37.8004308,145.0095141,0,15533.57,Autumn,True,1.6467,"black skin alligator it's a great looking, startrek phone like alligator skin.",1.0
ORD082333,ID2069604236,2019-06-24,Bakers,"[('Universe Note', 2), ('Toshika 750', 1), ('Thunder line', 1)]",13400.0,69.28,-37.8009849,144.9786899,5,12799.28,Winter,False,1.7672,"mi a2 thanks, services excelent 5 stars 💪🏼 i recommended it...",1.0
ORD136206,ID0030220696,2019-10-31,Bakers,"[('Toshika 750', 2), ('pearTV', 1), ('iAssist Line', 2), ('Candle Inferno', 2)]",20260.0,84.24,-37.7940773,144.98511499999995,25,15279.24,Spring,False,1.9829,awesome love it just what i expect to be,1.0
ORD437438,ID0307587086,2019-01-09,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810.0,94.02,-37.81491010000001,144.958935,5,6563.52,Summer,True,1.0197,"i bought this for my son for christmas. he loves it. he can use it to access the web. this item is great for kids, it is education. you canaccess over 13,000 books on digico. it has helped my son with his reading.",1.0
ORD462947,ID5797724081,2019-10-27,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",4825.0,99.72,-37.8069986,144.9457968,10,4442.22,Spring,True,0.6415,"nice teléfono nuevo, aun que con cargador eu.",1.0
