order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD196541,ID1283628999,2019-09-17,Thompson,"[('iAssist Line', 2), ('iStream', 2), ('Universe Note', 2)]",11650,108.9,-37.7997227,144.9552575,5,18513.79,Spring,True,1.6115,this was a mother's day gift from my son. i had wanted one for awile. it has surpass my expectations. i love it.,True
ORD288326,ID1479905345,2019-05-25,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Lucent 330S', 2)]",11250,80.15,-37.8207499,144.95744380000005,5,10767.65,Autumn,False,1.0913,clear music,True
ORD118948,ID0575386501,2019-07-28,Nickolson,"[('Thunder line', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('iStream', 2)]",26880,80.28,-37.8199355,144.9844445,5,25616.28,Winter,True,1.3181,four stars good phone but not what i needed,True
ORD351033,ID0030287874,2019-07-12,Bakers,"[('Toshika 750', 1), ('Universe Note', 1), ('Alcon 10', 2)]",25670,85.83,-37.82333870000001,145.01440580000005,10,23188.83,Winter,True,2.247,great product!! love it it's perfect! love it and exactly as advertised,True
ORD198886,ID5563404259,2019-04-13,Bakers,"[('iStream', 2), ('Toshika 750', 1), ('Lucent 330S', 2), ('pearTV', 1)]",13390,53.6,145.0089471,-37.8165343,5,12774.1,Autumn,False,1.4087,"not worth anything garbage processing speed, can never think about doing 2 things at once. horrible battery life unless you don't turn the screen on. decent screen, good durability.",False
ORD220106,ID0575552807,2019-06-28,Nickolson,"[('iAssist Line', 2), ('Alcon 10', 1), ('pearTV', 2)]",26020,82.23,-37.826274100000006,144.98576540000005,10,23500.23,Winter,True,1.6624,"not too shabby. came without a single scratch, started right up after a charge, and after i popped my sim card in everything worked perfectly. battery dies a little quick but i am constantly dependent on my phone for work and personal life.",True
ORD377723,ID6167191167,2019-05-15,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Universe Note', 2), ('Toshika 750', 2)]",22440,65.21,-37.816132,144.9639582,0,22505.21,Autumn,False,0.5631,great phone watch the digitizer. digitizer broke first week.great phone other than that.,True
ORD227201,ID0547586420,2019-01-16,Bakers,"[('Universe Note', 2), ('iAssist Line', 2)]",11350,73.94,-37.8124968,144.9852763,0,2017.92,Summer,False,0.9187,"great! i bought it for my husband, 6 months ago, didn’t write a review because wanted to use for a little bit before. so now i can say it’s a great deal and i am very happy with quality and price! recommend",True
ORD166692,ID0560984914,2019-08-10,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('Universe Note', 1)]",9910,63.72,-37.8185703,144.94708359999996,15,8487.22,Winter,False,0.6564,happy very happy with this phone! would buy from this seller again 👍,True
ORD426122,ID0277363204,2019-09-25,Bakers,"[('Toshika 750', 2), ('Candle Inferno', 2)]",9500,80.04,-37.8107321,145.0100246,25,7205.04,Spring,False,1.3035,what the phone wow,True
